back_legroom,body_type,city,front_legroom,has_accidents,height,horsepower,is_new,latitude,length,longitude,make_name,maximum_seating,mileage,model_name,owner_count,price,width,year
39.7,SUV / Crossover,Creve Coeur,40.9,FALSE,65.4,170,0,38.6726,183.1,-90.4479,Chevrolet,5,27791,Equinox,1,20129,72.6,2018
37.2,SUV / Crossover,Fifield,42.6,TRUE,65.9,176,0,45.8741,183.5,-90.4227,Toyota,5,83625,RAV4,1,19995,72.6,2018
38,Sedan,Modesto,42.1,FALSE,56.9,203,0,37.6962,192.1,-120.994,Toyota,5,25283,Camry,1,19995,72.4,2018
NA,Coupe,Mesa,42.7,FALSE,47.7,350,0,33.3896,179.7,-111.694,Chevrolet,2,62881,Corvette,2,16952,73.6,2004
39.3,SUV / Crossover,Colorado Springs,41.2,FALSE,63.2,141,0,38.9241,170.9,-104.72,Honda,5,4596,HR-V,1,22811,70.5,2019
35.2,Sedan,Plano,42.3,NA,56.6,250,1,33.0344,187.4,-96.7065,Volvo,5,0,S60,NA,39450,80.3,2021
37.9,SUV / Crossover,El Paso,43,NA,68,170,1,31.8877,184.5,-106.583,Nissan,5,2,Rogue,NA,24481,72.4,2020
NA,Minivan,Baltimore,NA,FALSE,NA,NA,0,39.4,NA,-76.5517,Toyota,NA,129014,Sienna,1,13902,NA,2013
36.1,SUV / Crossover,Thousand Oaks,40,FALSE,62.9,228,0,34.163,176.6,-118.827,Audi,5,4264,Q3,1,34988,79.7,2020
NA,Sedan,Las Vegas,NA,NA,NA,NA,1,36.143,NA,-115.225,FIAT,NA,0,500L,NA,24710,NA,2020
37.2,SUV / Crossover,Denver,41,TRUE,72.1,205,0,39.6731,184.4,-104.988,Jeep,5,174926,Wrangler Unlimited,3,15337,82.8,2009
37.2,SUV / Crossover,Danvers,42.6,FALSE,65.9,176,0,42.5581,183.5,-70.9709,Toyota,5,20705,RAV4,1,23998,72.6,2018
38.7,SUV / Crossover,Dover,40.5,NA,67.8,260,1,39.1362,192.8,-75.5268,Nissan,5,9,Murano,NA,48005,75.4,2020
33.4,SUV / Crossover,Estero,42.8,FALSE,62.5,141,0,26.4166,172.4,-81.8121,Nissan,5,33929,Rogue Sport,1,15000,72.3,2017
30.3,Coupe,Denver,42.6,FALSE,53.5,140,0,39.6806,174.8,-104.878,Honda,5,110646,Civic Coupe,4,6499,68.9,2008
38.2,SUV / Crossover,Mooresville,41.5,NA,64.8,181,1,35.5918,176.4,-80.8494,Kia,5,0,Sportage,NA,27205,73,2021
37.3,SUV / Crossover,South San Francisco,43.1,FALSE,66.3,245,0,37.6434,178.1,-122.398,Ford,5,25130,Escape,1,19500,81.8,2017
38.9,Sedan,Bakersfield,41.6,FALSE,57.9,178,0,35.3104,189.2,-119.034,Toyota,5,72159,Camry,3,13995,71.7,2014
37.2,SUV / Crossover,Phoenix,42.6,TRUE,65.9,176,0,33.5106,183.5,-112.05,Toyota,5,29500,RAV4,1,23499,72.6,2018
38.1,Wagon,Burnsville,42.9,FALSE,66.1,175,0,44.7321,189.9,-93.2854,Subaru,5,24048,Outback,1,25599,81.3,2019
41.5,SUV / Crossover,Madill,43.9,FALSE,76.6,400,0,34.0895,210,-96.77,Ford,8,40563,Expedition,1,54491,93.4,2019
39.7,SUV / Crossover,Southaven,41,NA,66.7,310,1,34.9635,193.4,-89.9884,GMC,7,0,Acadia,NA,40230,75.4,2020
40.2,Pickup Truck,Davie,40.9,NA,80.2,370,1,26.0524,238.8,-80.2519,RAM,5,15,2500,NA,71418,83.5,2019
39,Pickup Truck,Tempe,41.3,FALSE,78.1,397,0,33.3441,259.1,-111.968,Chevrolet,6,75986,Silverado 2500HD,1,40500,80,2014
42.6,SUV / Crossover,Elizabethtown,43.9,FALSE,76.3,450,0,37.7269,210,-85.8833,Lincoln,8,25503,Navigator,1,61995,93.8,2018
33.1,Coupe,Vienna,42,NA,57.7,485,1,38.917,197.9,-77.2359,Dodge,5,0,Challenger,NA,37927,85.4,2020
43.6,Pickup Truck,Saint Charles,43.9,NA,77.2,395,1,38.7851,231.9,-90.5223,Ford,6,303,F-150,NA,43574,96.8,2020
37.3,SUV / Crossover,Mission,40.9,NA,67.3,166,1,26.1972,184.8,-98.295,Mitsubishi,7,95,Outlander,NA,26415,71.3,2020
NA,Pickup Truck,Milford,NA,NA,NA,NA,1,42.1517,NA,-71.4946,Nissan,NA,12,Frontier,NA,33745,NA,2020
37.3,SUV / Crossover,Montgomery,40.9,FALSE,67.3,166,0,32.3706,184.8,-86.2092,Mitsubishi,7,21807,Outlander,1,18199,71.3,2019
37.6,SUV / Crossover,Henderson,41.5,NA,70,276,1,36.0451,198.3,-115.028,Volkswagen,7,10,Atlas,NA,38480,78.3,2021
NA,Pickup Truck,McDonough,NA,NA,NA,NA,1,33.4143,NA,-84.1616,Chevrolet,NA,17,Silverado 1500,NA,53942,NA,2020
40.4,SUV / Crossover,Fontana,41.3,NA,66.1,190,1,34.1349,182.1,-117.444,Honda,5,3,CR-V,NA,34720,73,2020
36.5,SUV / Crossover,Los Angeles,40.2,NA,66.3,184,1,34.0342,185.1,-118.272,Volkswagen,7,6,Tiguan,NA,34369,72.4,2020
40.3,Pickup Truck,Allentown,41,FALSE,78.4,395,0,40.6214,237.9,-75.5021,RAM,6,28058,1500,2,33900,79.4,2019
38.3,SUV / Crossover,Elgin,41.2,NA,73.6,260,1,42.0331,188.4,-88.2516,Jeep,5,10,Wrangler Unlimited,NA,55475,73.8,2020
39.9,SUV / Crossover,Cincinnati,40.9,NA,65.4,170,1,39.298,183.1,-84.3073,Chevrolet,5,NA,Equinox,NA,26163,72.6,2020
38.1,SUV / Crossover,Littleton,41.1,FALSE,65.3,221,0,39.5696,182.4,-104.988,Mercedes-Benz,7,392,GLB-Class,NA,41795,79.5,2020
38.6,SUV / Crossover,Toledo,40.3,NA,72.7,293,1,41.6761,201.2,-83.6865,Dodge,7,1,Durango,NA,32479,85.5,2020
38.3,Sedan,Oak Park,44.3,FALSE,58.2,245,0,42.4454,191.8,-83.1841,Ford,5,47443,Fusion,1,15295,83.5,2017
32,Convertible,Maitland,42,TRUE,55.5,241,0,28.6341,184.5,-81.3613,Mercedes-Benz,4,7806,C-Class,1,42991,79.3,2017
NA,Pickup Truck,Cullman,41,NA,74.4,305,1,34.1708,231,-86.8772,RAM,3,0,1500,NA,28134,79.4,2020
40.4,SUV / Crossover,Erie,41.3,FALSE,66.5,190,0,42.0426,180.6,-80.0735,Honda,5,16644,CR-V,1,27981,73,2019
34.6,SUV / Crossover,Twin Falls,41.5,NA,61.6,147,1,42.5803,164,-114.459,Hyundai,5,16,Kona,NA,22828,70.9,2020
39.5,SUV / Crossover,Lexington Park,42.9,FALSE,71,290,0,38.2602,198.3,-76.468,Ford,7,35328,Explorer,1,25995,90.2,2017
38.2,SUV / Crossover,Christiansburg,41.5,NA,65,181,1,37.1351,176.4,-80.3708,Hyundai,5,15,Tucson,NA,28901,72.8,2021
43.6,Pickup Truck,Okeechobee,43.9,NA,75.6,375,1,27.2364,231.9,-80.9888,Ford,6,NA,F-150,NA,45975,96.8,2020
34.6,Pickup Truck,Milford,45.3,FALSE,73.9,355,0,41.2087,230,-73.0847,Chevrolet,6,15910,Silverado 1500,1,34699,80,2018
34.6,SUV / Crossover,Tampa,41.5,NA,61,147,1,27.9466,164,-82.3414,Hyundai,5,NA,Kona,NA,20282,70.9,2021
35.2,Sedan,Campbell,41.3,FALSE,56.2,211,0,37.2652,185.1,-121.959,Audi,5,94810,A4,2,13899,80.3,2013
30.6,Coupe,New Albany,44.5,FALSE,54.4,310,0,38.2903,188.3,-85.8115,Ford,4,73587,Mustang,2,19500,75.4,2015
39,SUV / Crossover,College Station,43,NA,69.9,300,1,30.6353,198.8,-96.305,Ford,7,11,Explorer,NA,35275,89.3,2020
NA,NA,Pensacola,NA,NA,NA,NA,1,30.4855,NA,-87.2581,Kia,NA,4,K5,NA,27535,NA,2021
33.2,SUV / Crossover,Wood River,43.7,NA,62.4,122,1,38.8577,169.1,-90.0881,Nissan,5,1,Kicks,NA,16124,69.3,2020
41,SUV / Crossover,Alexandria,40.4,NA,68.1,295,1,38.8386,194.9,-77.0521,Toyota,8,0,Highlander,NA,34293,76,2020
39.7,SUV / Crossover,Duluth,41,NA,66.7,310,1,33.9607,193.4,-84.1192,GMC,7,0,Acadia,NA,32040,75.4,2020
40.6,SUV / Crossover,Schuyler,42.6,FALSE,68.3,250,0,41.4474,188.8,-97.0578,Ford,5,5000,Edge,1,32900,85.8,2019
37.1,Sedan,Greenfield,42.3,FALSE,56.9,240,0,42.9804,190.6,-88.0473,Ford,5,147646,Fusion,2,5659,80.1,2010
40.9,SUV / Crossover,Sandy,44.1,NA,67.1,235,1,40.5558,187.8,-111.895,Hyundai,5,0,Santa Fe,NA,36825,74.4,2020
39,SUV / Crossover,Waldorf,43,NA,70.2,365,1,38.6431,198.8,-76.8929,Ford,7,5115,Explorer,NA,51164,89.3,2020
41,SUV / Crossover,Boise,40.4,NA,68.1,243,1,43.6195,194.9,-116.296,Toyota,8,3,Highlander Hybrid,NA,42110,76,2020
NA,Hatchback,Fort Lauderdale,NA,FALSE,NA,98,0,26.128,NA,-80.1374,Honda,NA,58905,Insight,2,8300,NA,2012
36.5,SUV / Crossover,Columbia,39.9,TRUE,66.1,240,0,34.1265,183.6,-80.9609,BMW,5,38234,X3,2,25998,82.2,2017
38.4,SUV / Crossover,Burlington,40.9,NA,70.6,280,1,36.0801,196.5,-79.4952,Honda,8,6,Pilot,NA,37621,78.6,2021
35.4,Sedan,Bristol,42.8,FALSE,57.9,138,0,36.6086,177.2,-82.1758,Kia,5,95601,Spectra,3,4250,68.3,2008
43.6,Pickup Truck,Cincinnati,43.9,NA,77.2,375,1,39.0675,231.9,-84.2976,Ford,6,20,F-150,NA,45032,96.8,2020
29.9,Coupe,Houston,43.9,FALSE,53.1,275,0,29.6019,188.3,-95.2018,Chevrolet,4,25589,Camaro,1,23866,74.7,2017
36.1,Sedan,Hayward,42.4,FALSE,58,270,0,37.6872,191.3,-122.103,Cadillac,5,87232,CTS,3,14999,72.5,2012
35.2,Sedan,Scottsdale,46.1,FALSE,56.9,180,0,33.6356,193.1,-111.914,Kia,5,541,K5,NA,25750,73.2,2021
36,Wagon,Glenview,41.3,FALSE,59.4,302,0,42.0608,192.7,-87.7996,Mercedes-Benz,7,33581,E-Class,2,31899,81.5,2016
37.6,Minivan,Carlsbad,40.5,NA,70.7,296,1,33.1327,200.6,-117.326,Toyota,7,0,Sienna,NA,46134,78.1,2020
35,SUV / Crossover,Bayamon,41.7,NA,60.9,148,1,18.3988,168.3,-66.1582,Mazda,5,10,CX-3,NA,29295,69.6,2019
33.2,Sedan,Zeeland,41.9,FALSE,57.7,160,0,42.8136,178.5,-86.0194,Ford,5,102601,Focus,1,7495,80.1,2012
37.8,SUV / Crossover,Stamford,41,NA,67.2,203,1,41.056,180.9,-73.523,Toyota,5,4,RAV4,NA,34782,73,2020
38.1,Sedan,Asheville,41.9,FALSE,60.7,240,0,35.549,202.9,-82.5995,Ford,5,43201,Taurus,3,14962,85.7,2015
41,SUV / Crossover,Clarksville,40.4,NA,68.1,243,1,39.2075,194.9,-76.9355,Toyota,8,0,Highlander Hybrid,NA,42215,76,2020
35.9,Sedan,Temecula,42.2,FALSE,56.3,147,0,33.5134,179.5,-117.156,Kia,5,16265,Forte,1,12507,70.1,2017
NA,Van,Clarksville,41.5,NA,72,169,1,36.5798,174.2,-87.3148,Ford,2,10,Transit Connect,NA,23875,84.1,2020
39.7,SUV / Crossover,Gastonia,40.9,FALSE,65.4,170,0,35.2614,183.1,-81.1436,Chevrolet,5,50002,Equinox,2,15900,72.6,2018
41.3,Sedan,Phoenix,44.4,FALSE,58.5,400,0,33.64,201.4,-112.105,Lincoln,5,1230,Continental,1,68588,82.3,2020
34.1,Sedan,Catonsville,41.4,NA,58.8,463,1,39.2877,206.9,-76.7679,Mercedes-Benz,5,0,S-Class,NA,108695,83.9,2020
37.2,Sedan,Tyler,45.5,NA,57.9,290,1,32.2986,195.7,-95.2651,Kia,5,12,Cadenza,NA,38796,73.6,2020
35.4,Sedan,Hanover,43.3,FALSE,58.1,268,0,39.8166,180.9,-76.9924,Subaru,5,36104,WRX,1,26998,70.7,2018
43.4,Pickup Truck,Augusta,44.5,NA,75.5,355,1,33.5163,231.7,-82.0746,Chevrolet,6,8,Silverado 1500,NA,41826,81.2,2020
33.2,Hatchback,Mount Airy,41.9,FALSE,57.7,160,0,36.4993,171.6,-80.6347,Ford,5,147336,Focus,5,6995,80.1,2012
40.2,Pickup Truck,Victoria,40.9,NA,79.3,370,1,28.8094,260.8,-96.9804,RAM,6,11,3500,NA,54462,96.5,2020
40.9,SUV / Crossover,Stamford,42.5,NA,77,381,1,41.056,205.1,-73.523,Toyota,7,4,Sequoia,NA,65430,79.9,2020
39,SUV / Crossover,Milan,43,FALSE,69.9,300,1,35.8881,198.8,-88.7481,Ford,7,10,Explorer,NA,51077,89.3,2020
NA,Pickup Truck,Naples,NA,NA,NA,NA,1,26.1669,NA,-81.7669,Ford,NA,2,Ranger,NA,30755,NA,2020
39.5,SUV / Crossover,Yuba City,40.4,NA,64.1,237,1,39.1417,181.1,-121.614,Cadillac,5,2,XT4,NA,46860,83.5,2020
39.6,SUV / Crossover,Houston,41,NA,66.2,187,1,29.7839,179.1,-95.6721,Mazda,5,3,CX-5,NA,27737,83.3,2020
38.3,SUV / Crossover,Grand Island,41.8,FALSE,64.8,180,0,43.0196,173,-78.9756,Jeep,5,21755,Compass,1,22921,80,2018
40.6,SUV / Crossover,Albuquerque,42.6,FALSE,68.6,245,0,35.0872,188.1,-106.548,Ford,5,88956,Edge,2,16995,85.8,2015
35.6,Sedan,Stafford,45.5,TRUE,57.7,185,0,38.5124,191.1,-77.3685,Kia,5,41906,Optima,1,13900,73.2,2017
37.3,SUV / Crossover,Fort Wayne,43.1,FALSE,66.3,245,0,41.0369,178.1,-85.1313,Ford,5,97439,Escape,1,15999,81.8,2018
32.6,Pickup Truck,Bellevue,42.9,FALSE,70.6,278,0,41.1836,212.3,-95.941,Toyota,5,46631,Tacoma,1,34000,75.2,2016
35.7,SUV / Crossover,Chandler,40.8,NA,64.9,138,1,33.3396,167.6,-111.842,Chevrolet,5,14,Trax,NA,13136,69.9,2020
39.4,SUV / Crossover,Tempe,41.3,FALSE,66.1,185,0,33.3784,185,-111.91,Hyundai,5,71356,Santa Fe Sport,1,15807,74,2017
43.4,Pickup Truck,China,44.5,FALSE,75.5,310,0,42.8156,231.7,-82.5144,Chevrolet,6,321,Silverado 1500,NA,36189,81.2,2020
37.9,SUV / Crossover,Warsaw,43,FALSE,68.5,170,0,41.2739,184.5,-85.8528,Nissan,5,44467,Rogue,1,23830,72.4,2020
38.3,Sedan,Las Vegas,44.3,NA,58,188,1,36.1794,191.8,-115.206,Ford,5,0,Fusion Hybrid,NA,25332,83.5,2020
35.8,SUV / Crossover,San Diego,40.8,FALSE,65.3,138,0,32.7844,168.4,-117.206,Buick,5,40379,Encore,1,16000,69.9,2017
38.4,SUV / Crossover,Clanton,41,NA,70.7,310,1,32.887,204.3,-86.6269,Chevrolet,8,7,Traverse,NA,30635,78.6,2020
38.6,SUV / Crossover,St Augustine,40.3,NA,69.3,NA,1,29.8563,189.8,-81.3222,Jeep,5,0,Grand Cherokee,NA,33881,84.8,2020
37.4,Sedan,Mesa,42.3,NA,55.6,151,1,33.3888,183.6,-111.697,Honda,5,5,Insight,NA,23763,71.6,2020
43.6,Pickup Truck,Grand Forks,43.9,NA,77.2,375,1,47.8894,231.9,-97.0602,Ford,6,5,F-150,NA,48929,96.8,2020
NA,SUV / Crossover,Grapevine,NA,FALSE,NA,NA,0,32.941,NA,-97.0779,Lexus,NA,28857,NX 200t,1,32975,NA,2017
27.3,Coupe,Montebello,45.4,FALSE,54.9,241,0,33.9807,184.8,-118.129,Lexus,4,29273,RC 200t,1,28299,81.5,2017
34.7,Pickup Truck,Baton Rouge,42.5,FALSE,76,381,0,30.3766,228.9,-91.0348,Toyota,6,11101,Tundra,1,34995,79.9,2020
41.5,SUV / Crossover,Birmingham,43.9,NA,76.6,375,1,33.5103,210,-86.8047,Ford,8,2865,Expedition,NA,47387,93.4,2020
38.6,SUV / Crossover,Cadillac,40.3,NA,69.3,295,1,44.2639,189.8,-85.4059,Jeep,5,5,Grand Cherokee,NA,38835,84.8,2020
39.4,SUV / Crossover,Feasterville-Trevose,41.3,TRUE,66.1,185,0,40.1209,185,-74.9774,Hyundai,5,45307,Santa Fe Sport,3,18057,74,2017
36.9,SUV / Crossover,Tucson,42.4,FALSE,72.8,292,0,32.2722,193.4,-110.999,Ford,7,96533,Explorer,NA,9000,84.8,2008
36.7,SUV / Crossover,Denver,42.9,NA,65.1,166,1,39.6328,161.3,-105.086,Ford,5,25,EcoSport,NA,28475,81,2020
38.1,Sedan,Fresno,41.2,FALSE,57.2,150,0,36.8293,183.3,-119.79,Volkswagen,5,47941,Jetta,1,15950,70,2017
43.4,Pickup Truck,Anson,44.5,NA,75.5,420,1,32.7474,231.7,-99.8967,GMC,6,0,Sierra 1500,NA,50050,81.2,2020
45.2,Pickup Truck,Forest Lake,40.9,NA,77.6,395,1,45.2758,232.9,-93.0074,RAM,6,2,1500,NA,40629,82.1,2020
37.4,Sedan,Los Angeles,42.3,FALSE,55.7,158,0,34.011,182.3,-118.287,Honda,5,31309,Civic,1,15500,70.8,2017
37.2,Sedan,Lakewood,42.5,FALSE,58.1,190,0,39.7403,194.1,-105.065,Honda,5,135334,Accord,5,7499,72.7,2009
37.8,SUV / Crossover,Lexington Park,41,NA,67,203,1,38.285,180.9,-76.4753,Toyota,5,NA,RAV4,NA,28143,73,2020
38.6,SUV / Crossover,Exeter,40.3,NA,69.3,295,1,42.9887,189.8,-70.9333,Jeep,5,13,Grand Cherokee,NA,36049,84.8,2020
41.4,Sedan,Idaho Falls,42.3,FALSE,57.3,132,0,43.4716,183.1,-112.073,Toyota,5,6501,Corolla,2,18995,69.9,2019
37.2,SUV / Crossover,Columbus,42.6,FALSE,65.9,176,0,40.0617,183.5,-82.9938,Toyota,5,72957,RAV4,1,17395,72.6,2018
38.9,SUV / Crossover,West Palm Beach,41.2,FALSE,69.9,310,0,26.7153,204.3,-80.1038,Buick,7,56,Enclave,NA,46944,89.3,2020
NA,Coupe,Boulder,NA,FALSE,NA,NA,0,40.0249,NA,-105.258,Ford,NA,5259,Mustang Shelby GT350,2,51500,NA,2016
33.2,SUV / Crossover,Macon,43.7,NA,62.4,122,1,32.9156,169.1,-83.7061,Nissan,5,1,Kicks,NA,18133,69.3,2020
30.4,Pickup Truck,Billings,43.1,NA,71.1,270,1,45.7659,210.8,-108.577,Ford,4,23,Ranger,NA,30192,85.8,2020
38.6,SUV / Crossover,Spring,40.3,NA,69.3,NA,1,30.0549,189.8,-95.4773,Jeep,5,3278,Grand Cherokee,NA,34999,84.8,2020
35.7,Sedan,Perry,42.2,TRUE,56.5,147,0,32.4457,182.7,-83.7521,Kia,5,14030,Forte,1,18500,70.9,2020
NA,Pickup Truck,Vienna,NA,NA,NA,NA,1,38.9312,NA,-77.2434,Toyota,NA,0,Tacoma,NA,44722,NA,2021
35.8,Pickup Truck,Ames,45,FALSE,70.6,181,0,42.0081,212.4,-93.6073,GMC,5,38395,Canyon,2,33995,83.9,2017
38.3,Sedan,Kalamazoo,44.3,FALSE,58,188,0,42.2707,191.8,-85.6404,Ford,5,16097,Fusion Hybrid,1,19496,83.5,2019
39.9,SUV / Crossover,Miami,40.9,NA,65.4,170,1,25.6925,183.1,-80.3038,Chevrolet,5,NA,Equinox,NA,20438,72.6,2020
43.4,Pickup Truck,Toms River,44.5,NA,75.5,355,1,39.9568,231.7,-74.1683,Chevrolet,6,10,Silverado 1500,NA,49670,81.2,2020
40.6,SUV / Crossover,Martinsville,42.6,FALSE,68.7,245,0,36.6972,188.1,-79.8932,Ford,5,48782,Edge,2,22991,85.8,2018
37.4,Sedan,Miami,42.3,NA,55.7,158,1,25.766,182.7,-80.2056,Honda,5,11,Civic,NA,20335,70.8,2020
38.5,Sedan,Chandler,42.5,FALSE,57.7,185,0,33.2891,192.5,-111.791,Honda,5,20396,Accord,1,18585,72.8,2017
36.8,Sedan,Red Bud,42.1,FALSE,57.6,197,0,38.2118,191.5,-90.0113,Chevrolet,5,138512,Malibu,3,6694,73,2013
34.6,Pickup Truck,Stratford,45.3,FALSE,73.9,355,0,39.8327,230,-75.0044,Chevrolet,6,33220,Silverado 1500,2,32997,80,2018
33.4,SUV / Crossover,El Cajon,42.8,FALSE,63.3,141,0,32.7994,172.4,-116.971,Nissan,5,29063,Rogue Sport,1,17500,72.3,2017
40.1,Sedan,Clinton,41.8,FALSE,59.2,300,0,38.3827,198.6,-93.7735,Chrysler,5,83482,300,3,18878,75,2016
37.3,SUV / Crossover,Matteson,43.1,FALSE,66.3,245,0,41.4994,178.1,-87.7441,Ford,5,34320,Escape,1,14999,81.8,2017
38.1,SUV / Crossover,San Luis Obispo,41.1,FALSE,65.3,221,0,35.2481,182.4,-120.681,Mercedes-Benz,7,2140,GLB-Class,1,39500,79.5,2020
36.6,SUV / Crossover,Nederland,41.4,FALSE,67.4,290,0,29.966,196.2,-94.0187,Acura,7,4888,MDX,1,42996,77.7,2020
35.1,SUV / Crossover,Waynesville,41.2,NA,66.5,177,1,35.4669,166.6,-83.0133,Jeep,5,11,Renegade,NA,22186,79.6,2020
38.9,SUV / Crossover,Inver Grove Heights,41.2,NA,69.9,310,1,44.8807,204.3,-93.0857,Buick,7,5,Enclave,NA,60310,89.3,2020
39,SUV / Crossover,Altoona,41.2,NA,66.1,310,1,40.5167,189.6,-78.3754,Cadillac,5,NA,XT5,NA,55194,74.9,2020
NA,Pickup Truck,Lake City,NA,NA,NA,NA,1,30.1821,NA,-82.7035,RAM,NA,NA,1500,NA,35648,NA,2020
40.2,Pickup Truck,San Antonio,40.9,NA,80.1,370,1,29.5426,260.8,-98.575,RAM,6,10,2500,NA,49762,83.5,2020
40.4,Sedan,Sandy,42.3,NA,57.1,252,1,40.554,192.2,-111.895,Honda,5,350,Accord,NA,30421,73.3,2020
39.7,SUV / Crossover,Cincinnati,40.9,FALSE,65.4,252,0,39.1704,182.3,-84.4229,GMC,5,13892,Terrain,1,20999,72.4,2018
38.6,SUV / Crossover,Georgetown,40.3,NA,69.3,NA,1,30.5924,189.8,-97.6907,Jeep,5,11,Grand Cherokee,NA,39153,84.8,2020
NA,Coupe,Thomaston,NA,NA,NA,NA,1,44.0942,NA,-69.1384,Ford,NA,0,Mustang Shelby GT350,NA,64425,NA,2020
43.6,Pickup Truck,Highland,43.9,NA,77.2,375,1,41.5344,231.9,-87.4711,Ford,6,113,F-150,NA,50899,96.8,2020
43.6,Pickup Truck,Athens,43.9,NA,75.6,375,1,33.9405,231.9,-83.4828,Ford,6,NA,F-150,NA,37564,96.8,2020
43.6,Pickup Truck,Lexington,43.9,FALSE,76.9,365,0,35.8346,231.9,-80.2448,Ford,6,106060,F-150,3,27995,96.8,2015
37.9,SUV / Crossover,Miami,43,FALSE,68,170,0,25.6925,184.5,-80.3038,Nissan,5,40880,Rogue,1,14490,72.4,2019
36.6,Coupe,Fort Wayne,42.1,NA,55.4,523,1,41.0831,200.3,-85.3074,BMW,5,54,8 Series,NA,118025,84.1,2020
35.6,Hatchback,Olathe,41.2,NA,58.2,147,1,38.8935,167.6,-94.7891,Volkswagen,5,11,Golf,NA,21860,70.8,2020
34.6,Hatchback,Saginaw,41.8,NA,59.7,138,1,43.4684,159.8,-83.9755,Chevrolet,5,2,Sonic,NA,16103,68.3,2020
40.1,Sedan,Colorado Springs,41.8,TRUE,59.2,300,0,38.8192,198.6,-104.836,Chrysler,5,32075,300,1,25988,75,2019
39,SUV / Crossover,Miami,43,NA,69.9,300,1,25.8576,198.8,-80.2095,Ford,7,1,Explorer,NA,42864,89.3,2020
35.1,Sedan,City Of Industry,44.5,FALSE,56.8,400,0,33.9931,189.1,-117.918,INFINITI,5,36116,Q50,1,31888,71.8,2017
35.7,Sedan,Avon,42.2,NA,56.5,147,1,39.7632,181.9,-86.3672,Hyundai,5,NA,Elantra,NA,20442,70.9,2020
38.8,SUV / Crossover,Random Lake,42.4,NA,68.6,198,1,43.5577,180.5,-87.9405,Ford,5,5,Escape Hybrid,NA,33466,85.6,2020
37.4,Sedan,Denison,42.3,NA,55.7,158,1,33.7581,182.7,-96.5844,Honda,5,5,Civic,NA,21755,70.8,2020
NA,SUV / Crossover,Saint Paul,NA,NA,NA,NA,1,45.048,NA,-93.0371,Subaru,NA,2,Ascent,NA,44717,NA,2021
37.3,SUV / Crossover,Independence,43.1,FALSE,66.3,245,0,39.0348,178.1,-94.3559,Ford,5,35502,Escape,2,15998,81.8,2017
NA,Pickup Truck,Paducah,NA,NA,NA,NA,1,37.0838,NA,-88.6576,Ford,NA,11,F-150,NA,35618,NA,2020
40.4,SUV / Crossover,Patchogue,41.3,FALSE,66.5,190,0,40.7661,180.6,-73.007,Honda,5,33073,CR-V,1,22288,73,2017
38.5,SUV / Crossover,Manassas,41.4,TRUE,72.7,250,0,38.7658,191.4,-77.4565,Honda,8,128372,Pilot,2,13999,78.5,2013
35.7,Sedan,Sanford,41.3,NA,56.2,248,1,28.8162,187.5,-81.3392,Audi,5,27,A4,NA,50245,79.6,2020
39.4,SUV / Crossover,Las Vegas,40.6,FALSE,65.5,172,0,36.1488,173.8,-115.105,Jeep,5,69831,Patriot,4,10222,69.2,2014
37,Sedan,San Antonio,41.8,FALSE,59.6,109,0,29.5527,175.4,-98.3527,Nissan,5,36332,Versa,1,11699,66.7,2018
41.5,SUV / Crossover,Jennings,43.9,NA,76.6,375,1,30.2222,210,-92.6573,Ford,8,18,Expedition,NA,61050,93.4,2020
33.3,Sedan,Largo,41.8,FALSE,57.1,137,0,27.8657,162,-82.7869,Hyundai,5,47604,Accent,3,9285,66.9,2016
37.2,SUV / Crossover,Crystal Lake,42.6,FALSE,67.1,176,0,42.2262,179.9,-88.3075,Toyota,5,87423,RAV4,2,15995,72.6,2014
35.7,Sedan,Fort Myers,42.2,FALSE,56.5,147,0,26.5388,181.9,-81.8714,Hyundai,5,34667,Elantra,1,10575,70.9,2019
38.4,SUV / Crossover,North Canton,41,NA,70.7,310,1,40.8848,204.3,-81.428,Chevrolet,7,5,Traverse,NA,49370,78.6,2020
37.2,SUV / Crossover,Belton,40.8,TRUE,70.2,210,0,38.8249,174.4,-94.5341,Jeep,5,111000,Liberty,3,4950,71.6,2004
37.2,SUV / Crossover,Tempe,41,TRUE,70.8,285,0,33.3433,173.4,-111.968,Jeep,5,72964,Wrangler Unlimited,3,28952,82.8,2012
39,SUV / Crossover,Englewood,45.3,FALSE,74.4,355,0,39.6212,204,-104.987,Chevrolet,8,97864,Tahoe,1,34590,80.5,2016
40.7,SUV / Crossover,Henderson,42.4,NA,68.6,250,1,36.3335,180.5,-78.4362,Ford,5,4,Escape,NA,31825,85.6,2020
40.4,SUV / Crossover,Stockton,41.3,NA,66.5,212,1,38.0208,182.1,-121.287,Honda,5,10,CR-V Hybrid,NA,38065,73,2020
35.8,Van,Manchester,35.8,FALSE,74.4,208,0,42.9569,202.4,-71.4407,Mercedes-Benz,8,2212,Metris,NA,38573,88.3,2019
35.2,Sedan,Paris,43.8,NA,56.8,188,1,33.6691,192.9,-95.5123,Nissan,5,NA,Altima,NA,28854,72.9,2020
33.2,SUV / Crossover,Metairie,43.7,NA,62.5,122,1,30.0048,169.1,-90.2145,Nissan,5,11,Kicks,NA,24026,69.3,2020
40.2,Pickup Truck,Viroqua,40.9,NA,79.3,370,1,43.5672,260.8,-90.8889,RAM,6,0,3500,NA,54781,96.5,2020
