back_legroom,body_type,city,front_legroom,has_accidents,height,horsepower,is_new,latitude,length,longitude,make_name,maximum_seating,mileage,model_name,owner_count,price,width,year
36.3,SUV / Crossover,Pittsburgh,41.2,FALSE,65.7,308,0,40.4018,190.3,-80.0221,Cadillac,5,7472,SRX,1,29963,75.2,2016
NA,Hatchback,Kalamazoo,NA,NA,NA,NA,1,42.2721,NA,-85.6272,Nissan,NA,3,LEAF,NA,36697,NA,2019
NA,Coupe,Indianapolis,NA,NA,NA,NA,1,39.8331,NA,-86.2471,Hyundai,NA,0,Veloster,NA,19270,NA,2020
36.1,Sedan,Cleveland,45,FALSE,57.9,182,0,41.4754,191.5,-81.7277,Nissan,5,73028,Altima,3,9990,72,2013
35.4,Hatchback,Williston,43.5,FALSE,57.7,148,0,44.4583,173.8,-73.1327,Subaru,5,130106,Impreza,3,7995,78.2,2013
37.2,Sedan,Aurora,41.7,NA,59.2,78,1,39.7023,169.5,-104.866,Mitsubishi,5,5,Mirage G4,NA,16006,65.7,2020
43.4,Pickup Truck,Feasterville Trevose,44.5,NA,75.5,277,1,40.1342,231.7,-74.9787,GMC,5,8,Sierra 1500,NA,63070,81.2,2020
35.7,SUV / Crossover,Leesburg,40.8,NA,64.9,138,1,39.1074,167.6,-77.5481,Chevrolet,5,2,Trax,NA,17875,69.9,2020
39.3,Hatchback,Sanford,41.4,NA,60,128,1,28.7924,161.4,-81.3452,Honda,5,76,Fit,NA,19990,67,2020
43.6,Pickup Truck,Apopka,43.9,NA,75.6,375,1,28.6729,231.9,-81.4811,Ford,6,50,F-150,NA,38607,96.8,2020
38,SUV / Crossover,Littleton,42,FALSE,65.7,272,0,39.5757,186.8,-104.956,Acura,5,4125,RDX,NA,43995,74.8,2020
39.9,SUV / Crossover,Mt Laurel,41.2,FALSE,69.3,182,0,39.9233,187.8,-74.9503,Chevrolet,5,44495,Equinox,1,15450,72.5,2017
40.4,SUV / Crossover,Mentor,41.6,NA,67.8,276,1,41.6834,195.5,-81.3367,Volkswagen,5,0,Atlas Cross Sport,NA,38612,78.4,2020
35.7,SUV / Crossover,Richmond,40.8,NA,66,138,1,37.577,167.6,-77.4878,Chevrolet,5,NA,Trax,NA,16354,69.9,2020
39.9,SUV / Crossover,Radford,40.9,FALSE,65.4,170,0,37.1287,183.1,-80.5445,Chevrolet,5,12000,Equinox,1,25990,72.6,2020
36.8,SUV / Crossover,Sarasota,43.1,FALSE,66.7,270,0,27.2692,187.8,-82.4705,Lexus,5,73627,RX 350,1,20990,74.2,2013
39.2,Sedan,Pleasanton,42.4,NA,56.9,302,1,37.6999,195.9,-121.876,Lexus,5,0,ES,NA,52705,73.4,2020
37.9,SUV / Crossover,Memphis,43,FALSE,68,170,0,35.0742,184.5,-89.8849,Nissan,5,9431,Rogue,1,21649,72.4,2020
40.4,Sedan,Nampa,42.3,NA,57.1,192,1,43.585,192.2,-116.553,Honda,5,11,Accord,NA,25987,73.3,2020
37.4,Sedan,Savannah,42.5,FALSE,58.9,124,0,32.0842,182.1,-81.158,Nissan,5,27710,Sentra,1,15877,69.3,2018
43.4,Pickup Truck,West Burlington,44.5,NA,78.4,277,1,40.8245,231.7,-91.1695,GMC,5,0,Sierra 1500,NA,66170,81.2,2020
37.3,SUV / Crossover,San Diego,40.9,FALSE,67.3,166,0,32.8045,184.8,-117.217,Mitsubishi,7,20857,Outlander,1,18500,71.3,2020
37.2,SUV / Crossover,Phoenix,41,FALSE,72.6,285,0,33.5083,184.9,-112.11,Jeep,5,40917,Wrangler Unlimited,1,35000,82.8,2016
35.7,Sedan,Lakewood,41.3,NA,56.2,248,1,39.7403,187.5,-105.1,Audi,5,5,A4,NA,50994,79.6,2020
38.2,SUV / Crossover,Rome,41.5,NA,65,161,1,34.2885,176.4,-85.1525,Hyundai,5,NA,Tucson,NA,24208,72.8,2021
35.2,Sedan,Monroe,43.8,NA,56.7,188,1,35.0596,192.9,-80.6314,Nissan,5,NA,Altima,NA,22317,72.9,2020
37.7,SUV / Crossover,Las Vegas,40.8,TRUE,69.9,210,0,36.2773,178.9,-115.281,Dodge,5,89157,Nitro,2,6888,73.1,2007
37,Sedan,Columbus,44.3,TRUE,58.1,188,0,39.917,193.9,-83.1158,Lincoln,5,46871,MKZ Hybrid,1,16500,83.3,2017
43.6,Pickup Truck,Kansas City,43.9,FALSE,77.2,375,1,38.882,231.9,-94.6033,Ford,6,5,F-150,NA,36500,96.8,2020
NA,SUV / Crossover,Tucson,NA,NA,NA,NA,1,32.285,NA,-110.986,BMW,NA,3,X3,NA,56685,NA,2021
36.8,SUV / Crossover,Victorville,41.3,TRUE,69.9,281,0,34.5202,203.7,-117.31,Chevrolet,8,NA,Traverse,3,12995,78.5,2014
34.7,Pickup Truck,Saint Cloud,41,FALSE,77.7,395,0,45.5739,229,-94.1267,RAM,6,32917,1500,NA,27999,79.4,2017
35.4,Sedan,Salt Lake City,43.3,NA,58.1,268,1,40.7429,180.9,-111.891,Subaru,5,0,WRX,NA,37637,78.9,2020
35.1,SUV / Crossover,Dearborn,41.2,NA,66.5,177,1,42.3022,166.6,-83.2624,Jeep,5,0,Renegade,NA,28875,79.6,2020
36.8,Sedan,Escondido,42.1,FALSE,57.6,196,0,33.1312,191.5,-117.086,Chevrolet,5,109077,Malibu,3,9999,79.8,2015
37.1,SUV / Crossover,Virginia Beach,43.1,TRUE,66.3,275,0,36.8501,187.8,-76.1675,Lexus,5,54417,RX 350,2,18500,74.2,2011
39.7,SUV / Crossover,Westlake,45.3,NA,74.4,355,0,41.4705,224,-81.8982,Chevrolet,8,183701,Suburban,NA,25646,80.5,2016
39.5,SUV / Crossover,Souderton,42.9,FALSE,71,290,0,40.317,198.3,-75.3051,Ford,7,40395,Explorer,1,27395,90.2,2017
35.2,Sedan,Mountain View,42,FALSE,56.8,255,0,37.3799,185.7,-122.072,BMW,5,594,3 Series,1,41888,81.4,2020
34.6,SUV / Crossover,Richmond,41.5,FALSE,61.6,175,0,37.6095,164,-77.5187,Hyundai,5,22709,Kona,1,24988,70.9,2018
34.6,Pickup Truck,Lexington,45.3,FALSE,73.9,355,0,35.8343,230,-80.243,Chevrolet,6,105548,Silverado 1500,1,29987,80,2018
33.4,Hatchback,Anaheim,43.2,FALSE,57.9,121,0,33.8059,182.9,-117.885,Toyota,4,32178,Prius Prime,1,22950,69.3,2017
43.6,Pickup Truck,Gainesville,43.9,NA,75.6,395,1,34.2748,231.9,-83.8602,Ford,6,225,F-150,NA,33840,96.8,2020
38.2,SUV / Crossover,Oak Lawn,41.5,NA,65,161,1,41.7263,176.4,-87.741,Hyundai,5,1,Tucson,NA,27733,72.8,2021
35.8,Sedan,East Providence,44.1,FALSE,58,175,0,41.8227,190.7,-71.3499,Nissan,5,109048,Altima,2,7259,70.7,2010
39.3,SUV / Crossover,Alhambra,41.2,NA,63.2,141,1,34.0909,170.4,-118.139,Honda,5,3,HR-V,NA,25090,69.8,2020
NA,NA,Fort Lauderdale,NA,NA,NA,NA,1,26.0776,NA,-80.3628,Alfa Romeo,NA,21,Stelvio,NA,43595,NA,2020
32.2,Sedan,Spring,44.8,FALSE,56.3,241,0,30.1157,183.7,-95.4372,Lexus,5,33430,IS,2,28864,79.8,2016
43.6,Pickup Truck,Chanute,43.9,NA,77.2,395,1,37.6458,231.9,-95.4526,Ford,6,0,F-150,NA,52420,96.8,2020
38.4,SUV / Crossover,Bridgeport,40.9,NA,70.6,280,1,39.3126,196.5,-80.2645,Honda,8,187,Pilot,NA,41679,78.6,2021
34.1,SUV / Crossover,Kansas City,41.7,FALSE,74.2,301,0,39.263,192.1,-94.6644,Lexus,7,24522,GX,1,44500,74.2,2018
34.6,SUV / Crossover,New Rochelle,41.5,NA,61.6,175,1,40.9177,164,-73.7684,Hyundai,5,2,Kona,NA,29537,70.9,2020
37.4,Sedan,Louisville,42.5,FALSE,58.9,130,0,38.2505,182.1,-85.6239,Nissan,5,28998,Sentra,1,14063,69.3,2019
36.5,SUV / Crossover,Salt Lake City,43.1,FALSE,63.6,152,0,40.7429,175.8,-111.891,Subaru,5,45091,Crosstrek,1,20500,79,2018
36.2,Hatchback,Stratford,42,FALSE,57.9,165,0,41.192,177.4,-73.1495,Mazda,5,44365,MAZDA3,1,8995,69.1,2010
39.7,SUV / Crossover,Conroe,41,NA,66.7,310,1,30.3235,193.4,-95.4748,GMC,7,NA,Acadia,NA,36270,75.4,2020
35.9,Hatchback,Smithfield,42.3,FALSE,56.5,306,0,41.9315,179.4,-71.4925,Honda,4,31381,Civic Type R,1,36989,73.9,2018
40.6,SUV / Crossover,Decatur,42.6,FALSE,68.3,250,0,34.5464,188.8,-86.9738,Ford,5,31493,Edge,1,26995,85.8,2019
38,Sedan,Calumet City,42.1,NA,56.9,203,1,41.6019,192.7,-87.5731,Toyota,5,8,Camry,NA,28919,72.4,2020
37.4,Sedan,Davenport,42.3,TRUE,55.7,174,0,41.5231,182.3,-90.6016,Honda,5,44491,Civic,1,18900,70.8,2016
36.1,SUV / Crossover,Vinita,40.8,FALSE,66.6,173,0,36.6357,192.4,-95.1436,Dodge,5,53657,Journey,2,12970,83.7,2015
38,SUV / Crossover,Lindon,44.1,TRUE,67.7,295,0,40.3296,192.5,-111.731,Lexus,5,16079,RX,1,48800,74.6,2018
37.3,SUV / Crossover,South Amboy,43.1,FALSE,66.3,245,0,40.4688,178.1,-74.2976,Ford,5,78425,Escape,1,16500,81.8,2018
37.8,SUV / Crossover,Orlando,41,NA,65.3,248,1,28.4933,183.6,-81.4367,Audi,5,15,Q5,NA,45800,84.3,2020
39.9,SUV / Crossover,Gainesville,40.9,NA,65.4,170,1,29.6765,183.1,-82.3201,Chevrolet,5,0,Equinox,NA,22192,72.6,2020
38.7,SUV / Crossover,Norman,40.5,NA,67.8,260,1,35.2673,192.8,-97.4874,Nissan,5,12,Murano,NA,36696,75.4,2020
33,Hatchback,Columbus,41.7,NA,58.4,98,1,40.0888,143.1,-83.0002,Chevrolet,4,5,Spark,NA,15495,62.8,2020
40.4,SUV / Crossover,Port Huron,41.3,TRUE,66.5,190,0,43.0006,180.6,-82.4384,Honda,5,15375,CR-V,1,25919,73,2018
36.1,SUV / Crossover,Kenosha,40.8,FALSE,69.5,173,0,42.5677,192.4,-87.8931,Dodge,7,17562,Journey,1,17591,83.7,2018
43.4,Pickup Truck,Cheshire,44.5,NA,75.5,420,1,41.539,231.7,-72.8932,Chevrolet,6,0,Silverado 1500,NA,42472,81.2,2020
40.9,Minivan,Stockton,40.9,NA,68.3,280,1,38.0208,205.2,-121.287,Honda,7,10,Odyssey,NA,33705,92.3,2021
37.9,SUV / Crossover,Cape Coral,43,NA,68,170,1,26.6745,184.5,-81.9264,Nissan,5,0,Rogue,NA,35065,72.4,2020
36.5,SUV / Crossover,Norwood,39.9,FALSE,66.1,240,0,42.1814,183.6,-71.1888,BMW,5,14779,X3,1,35787,82.2,2017
NA,NA,Springfield,NA,NA,NA,NA,1,38.7716,NA,-77.1807,Ford,NA,10,Transit Crew,NA,42044,NA,2020
NA,Pickup Truck,La Grande,NA,NA,NA,NA,1,45.3348,NA,-118.065,Ford,NA,1,F-150,NA,41970,NA,2020
39.9,SUV / Crossover,California,40.9,NA,65.4,170,1,38.6277,183.1,-92.5725,Chevrolet,5,4,Equinox,NA,26417,72.6,2020
NA,Sedan,Lynnfield,NA,FALSE,57.5,603,0,42.5127,196.6,-71.0059,Mercedes-Benz,5,7096,E-Class,NA,99998,81.3,2018
37,Sedan,Bowling Green,41.8,FALSE,59.6,109,0,36.9584,175.4,-86.43,Nissan,5,15336,Versa,2,11513,66.7,2018
38.1,Sedan,Lake Bluff,41.5,NA,57.9,160,1,42.2727,194.2,-87.8682,Chevrolet,5,2,Malibu,NA,24315,73,2020
36.8,Sedan,Naperville,42.6,FALSE,57.1,240,0,41.7684,189.5,-88.1864,Honda,5,224105,Accord,4,6500,71.5,2003
36.1,Sedan,Miami,45,TRUE,57.8,182,0,25.779,191.9,-80.2637,Nissan,5,45124,Altima,2,10521,72,2017
NA,Sedan,Orem,NA,NA,NA,NA,1,40.2735,NA,-111.692,Volkswagen,NA,7,Jetta,NA,19674,NA,2020
38.2,SUV / Crossover,Rapid City,41.5,TRUE,65.2,181,0,44.1023,176.4,-103.176,Kia,5,28262,Sportage,1,17988,73,2017
37.8,SUV / Crossover,Van Nuys,41,NA,65.3,248,1,34.1659,183.6,-118.449,Audi,5,12,Q5,NA,53305,84.3,2020
36.1,SUV / Crossover,Houston,40.8,FALSE,66.6,283,0,29.613,192.4,-95.2131,Dodge,7,28795,Journey,1,17998,83.7,2019
38.7,SUV / Crossover,Denver,40.2,NA,66.3,184,1,39.71,185.1,-104.996,Volkswagen,7,NA,Tiguan,NA,31580,72.4,2020
37.9,SUV / Crossover,Franklin,43,NA,66.3,170,1,35.9569,184.5,-86.8091,Nissan,5,9,Rogue,NA,20646,72.4,2020
37.4,Sedan,Rockville,41.1,NA,57.4,147,1,39.0765,185.1,-77.1387,Volkswagen,5,5,Jetta,NA,20060,70.8,2020
38.4,SUV / Crossover,Pomeroy,41,NA,70.7,310,1,39.0565,204.3,-82.0057,Chevrolet,8,3,Traverse,NA,36444,78.6,2020
35.2,Sedan,Waycross,43.8,FALSE,56.7,188,0,31.1926,192.9,-82.3184,Nissan,5,25628,Altima,1,19995,72.9,2020
29.9,Coupe,Vero Beach,41.9,NA,52,205,1,27.8761,166.7,-80.5015,Subaru,4,5,BRZ,NA,31725,69.9,2020
32.6,Pickup Truck,Ennis,41.7,FALSE,70.1,236,0,32.3406,208.1,-96.6194,Toyota,5,184170,Tacoma,1,16999,74.6,2011
40.6,SUV / Crossover,Melbourne,42.6,FALSE,68.3,250,0,28.0959,188.8,-80.6111,Ford,5,14943,Edge,1,23495,85.8,2019
34.3,Sedan,Sullivan,42.4,TRUE,56.7,201,0,38.2192,185.6,-91.1634,Acura,5,101526,TSX,2,9995,72.4,2012
45.2,Pickup Truck,Blair,40.9,NA,77.6,305,1,41.5241,232.9,-96.1439,RAM,6,14,1500,NA,45160,82.1,2020
35.1,Sedan,Memphis,42,FALSE,56.3,240,0,35.1773,182.5,-89.8975,BMW,5,57242,3 Series,4,15588,80,2013
NA,Hatchback,Lawrence,NA,TRUE,NA,NA,0,38.9214,NA,-95.2583,Toyota,NA,156024,Prius,2,8988,NA,2010
39.8,Sedan,Jacksonville,45.8,NA,58.9,305,1,30.2905,201.3,-81.7309,Chevrolet,5,4000,Impala,NA,30251,84.3,2019
38.6,SUV / Crossover,Abilene,40.3,NA,69.3,295,1,32.4514,189.8,-99.7884,Jeep,5,10,Grand Cherokee,NA,39451,84.8,2020
37.4,Sedan,Tampa,42.3,NA,55.7,174,1,28.0484,182.7,-82.4596,Honda,5,4,Civic,NA,22249,70.8,2020
23.1,Pickup Truck,Chippewa Falls,44,FALSE,67.6,185,0,44.8732,207.1,-91.4358,GMC,5,169000,Canyon,NA,7500,68.6,2011
37.9,SUV / Crossover,Jacksonville,43,FALSE,68,170,0,30.2166,184.5,-81.7371,Nissan,5,17950,Rogue,1,20385,72.4,2018
37.5,SUV / Crossover,North Riverside,40.9,NA,66.8,197,1,41.8511,183.7,-87.8071,Buick,5,1,Envision,NA,31525,72.4,2020
38.3,Pickup Truck,Butler,41.2,FALSE,76.1,285,0,40.8571,218,-79.9752,Jeep,5,11947,Gladiator,1,55128,73.8,2020
NA,Pickup Truck,Princeton,43.9,NA,76.9,375,1,37.3425,227.9,-81.1264,Ford,3,0,F-150,NA,45295,96.8,2020
40.4,SUV / Crossover,Colma,41.3,NA,66.1,190,1,37.6773,182.1,-122.457,Honda,5,5,CR-V,NA,28780,73,2020
35.7,Sedan,Ocala,42.2,FALSE,56.5,147,0,29.1711,182.7,-82.1625,Kia,5,40698,Forte,1,15900,70.9,2019
39.9,SUV / Crossover,Little River,40.9,NA,65.4,170,1,33.8691,183.1,-78.6677,Chevrolet,5,NA,Equinox,NA,30025,72.6,2020
39,SUV / Crossover,Brockport,45.3,FALSE,74.4,420,0,43.1983,203.9,-77.9347,Cadillac,8,38976,Escalade,1,49995,80.5,2017
34.5,Pickup Truck,Carlsbad,43.1,NA,71.2,270,1,33.1284,210.8,-117.324,Ford,5,1,Ranger,NA,33395,85.8,2020
35.2,Sedan,Franklin,43.8,NA,57.4,248,1,35.9569,192.9,-86.8091,Nissan,5,10,Altima,NA,25994,72.9,2020
NA,Sedan,Ceres,NA,TRUE,NA,NA,0,37.5992,NA,-120.939,Hyundai,NA,32975,Sonata,2,15499,NA,2017
33.9,Sedan,Baton Rouge,41.8,NA,56.9,188,1,30.4117,179.1,-91.0583,Mercedes-Benz,5,22,A-Class,NA,38030,78.4,2020
40.3,Pickup Truck,Panama City,41,TRUE,78.5,395,0,30.2058,229,-85.6496,RAM,6,120580,1500,2,23899,79.4,2014
NA,Convertible,Augusta,NA,NA,55.8,463,1,33.5133,198.1,-82.0517,Mercedes-Benz,4,7,S-Class,NA,160185,83,2020
NA,Van,Middletown,38.8,NA,105.9,280,1,41.5141,213.7,-71.3015,RAM,3,0,ProMaster,NA,39675,97.6,2020
35.2,Sedan,Delray Beach,42,NA,56.4,382,1,26.4396,185.7,-80.087,BMW,5,10,3 Series,NA,58925,81.4,2020
37.4,Sedan,Stuart,42.3,NA,55.6,151,1,27.1529,183.6,-80.219,Honda,5,4,Insight,NA,27797,71.6,2021
45.2,Pickup Truck,Springfield,40.9,NA,77.5,395,1,39.7567,241.8,-89.7223,RAM,5,12,1500,NA,58639,82.1,2020
39.4,SUV / Crossover,Memphis,44.1,NA,66.5,290,1,35.1773,189,-89.8966,Kia,7,10,Sorento,NA,36100,74.4,2020
40.6,SUV / Crossover,Silver Lake,42.6,NA,68.3,335,1,41.0963,188.8,-85.8927,Ford,5,12,Edge,NA,48986,85.8,2020
NA,Sedan,Santa Monica,NA,FALSE,NA,NA,0,34.0197,NA,-118.491,Lexus,NA,29661,GS 200t,1,26995,NA,2017
41.5,SUV / Crossover,Pikeville,43.9,FALSE,76.4,375,0,37.4658,210,-82.5279,Ford,8,32553,Expedition,1,44295,93.4,2018
39.1,Wagon,Overland Park,40.9,FALSE,63.5,161,0,39.0054,163,-94.6972,Kia,5,56438,Soul,2,13599,70.9,2017
38.3,SUV / Crossover,Las Vegas,41.8,NA,64.8,180,1,36.0666,173,-115.272,Jeep,5,13,Compass,NA,21319,80,2020
33.7,Van,Melbourne,41.3,NA,99.1,275,1,28.1195,217.8,-80.6321,Ford,5,14,Transit Crew,NA,46735,97.4,2020
35.3,Hatchback,Kingman,41.2,FALSE,58.4,200,0,35.2449,165.8,-114.038,Volkswagen,5,143793,GTI,4,8995,69.3,2009
34.5,Sedan,Houston,42.6,NA,57,206,1,29.7842,190.7,-95.6657,Acura,5,7,TLX,NA,34025,73,2020
38.3,Sedan,Wilkes Barre,44.3,NA,58,188,1,41.2649,191.8,-75.8207,Ford,5,0,Fusion Hybrid,NA,26132,83.5,2020
37.4,Sedan,West Palm Beach,41.3,NA,57.4,248,1,26.7064,194.4,-80.0823,Audi,5,18,A6,NA,58840,83.1,2020
35.2,Sedan,Danville,43.8,NA,56.7,188,1,37.6605,192.9,-84.7841,Nissan,5,10,Altima,NA,19922,72.9,2020
43.1,Pickup Truck,Boerne,40.9,NA,80.1,370,1,29.7425,249.9,-98.6921,RAM,5,12,2500,NA,70858,83.5,2020
35.7,SUV / Crossover,Raynham,40.8,FALSE,66,138,0,41.9039,167.6,-71.0073,Chevrolet,5,2187,Trax,1,19898,69.9,2019
39.5,SUV / Crossover,Salinas,42.9,FALSE,70,290,0,36.6661,198.3,-121.644,Ford,7,114953,Explorer,2,19999,90.2,2016
34.1,Sedan,Orlando,41.4,NA,58.8,463,1,28.4887,206.9,-81.4334,Mercedes-Benz,5,10,S-Class,NA,119095,83.9,2020
39.5,SUV / Crossover,Staten Island,42.9,TRUE,71,365,0,40.562,198.3,-74.1986,Ford,7,13627,Explorer,1,33800,90.2,2017
NA,SUV / Crossover,Albany,NA,NA,NA,NA,1,42.6772,NA,-73.7871,Kia,NA,1,Niro EV,NA,46995,NA,2020
40.3,SUV / Crossover,Spokane Valley,41.1,FALSE,66.2,271,0,47.6568,182,-117.301,Jeep,5,84265,Cherokee,1,22000,73.2,2015
36,SUV / Crossover,Bath,40.9,NA,64.1,150,1,42.3575,171.4,-77.2971,Buick,5,8,Encore GX,NA,26999,71.4,2020
NA,Pickup Truck,San Angelo,NA,NA,NA,NA,1,31.4384,NA,-100.493,Jeep,NA,4,Gladiator,NA,42391,NA,2020
36.5,Sedan,Valencia,41.4,FALSE,58.2,335,0,34.4188,194.6,-118.555,BMW,5,38071,5 Series,1,35895,83.7,2017
43.6,Pickup Truck,Mchenry,43.9,NA,77.2,375,1,42.3271,231.9,-88.2758,Ford,6,110,F-150,NA,50416,96.8,2020
40.4,SUV / Crossover,Wilmington,41.3,NA,66.1,190,1,34.2571,182.1,-77.836,Honda,5,0,CR-V,NA,26170,73,2020
36,Hatchback,Kingsport,42.3,NA,56.3,180,1,36.5453,177.9,-82.5054,Honda,5,70,Civic Hatchback,NA,24605,70.8,2020
NA,Pickup Truck,Highland,NA,FALSE,NA,NA,0,42.6364,NA,-83.6631,RAM,NA,17036,1500,NA,28699,NA,2018
39.4,SUV / Crossover,Dry Ridge,40.6,FALSE,65.5,172,0,38.6812,173.8,-84.5958,Jeep,5,70494,Patriot,2,13100,69.2,2017
43.6,Pickup Truck,Odessa,43.9,NA,81.3,385,1,31.9128,266.2,-102.296,Ford,6,NA,F-250 Super Duty,NA,51180,105.9,2020
35.7,SUV / Crossover,Mount Horeb,40.8,NA,65.2,138,1,43.0065,167.6,-89.7036,Chevrolet,5,5,Trax,NA,24290,69.9,2020
37.1,Minivan,Jeanerette,40.7,NA,69,283,1,29.9129,203.7,-91.6651,Dodge,7,13,Grand Caravan,NA,29940,88.5,2020
38.6,SUV / Crossover,Kodak,40.3,FALSE,69.3,295,0,35.9727,189.8,-83.6032,Jeep,5,21465,Grand Cherokee,1,27995,84.8,2018
38.6,SUV / Crossover,Rome,40.3,TRUE,69.4,360,0,34.229,189.8,-85.1603,Jeep,5,113049,Grand Cherokee,1,11200,84.8,2011
38.6,Hatchback,Stoughton,41.9,TRUE,58.1,110,0,42.0942,175,-71.0948,Toyota,5,143181,Prius,2,3440,67.9,2005
33.1,Coupe,Houston,42,NA,57.7,485,1,29.784300000000002,197.9,-95.4694,Dodge,5,0,Challenger,NA,56888,85.4,2020
38.5,Sedan,Columbus,42.5,FALSE,57.7,185,0,39.9246,192.5,-83.1248,Honda,5,28864,Accord,1,16696,72.8,2017
NA,Convertible,Saginaw,43.2,FALSE,51.2,200,0,43.4369,178.7,-84.0173,Cadillac,2,35888,Allante,1,10995,73.5,1992
33,Coupe,Modesto,42,TRUE,55.4,215,0,37.6537,182.6,-120.994,Mercedes-Benz,4,91560,CLK-Class,4,6999,68.5,2005
37,Sedan,Kingsport,41.8,FALSE,59.6,109,0,36.5549,175.4,-82.5354,Nissan,5,18846,Versa,1,14925,66.7,2019
31.7,SUV / Crossover,Littleton,43.5,FALSE,61.6,144,0,39.6129,171.2,-104.986,Toyota,5,6131,C-HR,1,24574,70.7,2019
38.2,SUV / Crossover,North Little Rock,41.5,NA,65,NA,1,34.8048,176.4,-92.2119,Hyundai,5,NA,Tucson,NA,26845,72.8,2021
NA,Pickup Truck,Lapeer,41,NA,74.4,305,1,43.0169,231,-83.3221,RAM,3,11,1500,NA,25061,79.4,2020
39.5,SUV / Crossover,Morehead,42.9,FALSE,71,365,0,38.1814,198.3,-83.5569,Ford,7,53626,Explorer,1,35900,90.2,2018
37,Sedan,Gilbertsville,42.3,FALSE,55.4,263,0,40.3176,190.5,-75.5704,Lincoln,5,136427,MKZ,1,5600,72.2,2007
45.2,Pickup Truck,Slatington,40.9,NA,77.5,395,1,40.7555,241.8,-75.6069,RAM,6,18,1500,NA,58995,82.1,2020
35.2,Sedan,Ocala,43.8,NA,56.8,188,1,29.1721,192.9,-82.1613,Nissan,5,0,Altima,NA,30986,72.9,2020
39.6,SUV / Crossover,Marion,40.9,NA,72.2,280,1,37.7449,190.5,-89.0085,Honda,5,3,Passport,NA,44900,78.6,2020
35.7,SUV / Crossover,Flint,40.8,NA,65.2,138,1,43.0792,167.6,-83.7332,Chevrolet,5,3,Trax,NA,23186,69.9,2020
34.7,Sedan,Libertyville,43.9,TRUE,57.8,328,0,42.2667,187.9,-87.9512,INFINITI,5,135106,G37,1,12146,69.8,2013
35.8,Pickup Truck,Avon,45,FALSE,70.6,308,0,41.8097,212.4,-72.8306,GMC,5,22769,Canyon,1,31539,83.9,2019
37.9,SUV / Crossover,Totowa,43,NA,68.5,170,1,40.8938,184.5,-74.2344,Nissan,5,11,Rogue,NA,31740,72.4,2020
39.9,SUV / Crossover,North Dartmouth,40.9,NA,65.4,170,1,41.6398,183.1,-70.9919,Chevrolet,5,5,Equinox,NA,23920,72.6,2020
39.4,SUV / Crossover,Charleston,43.3,NA,68.1,182,1,32.9588,182.1,-80.0433,Subaru,5,0,Forester,NA,37024,81.3,2020
35.6,Hatchback,Commerce City,41.2,TRUE,57.2,170,0,39.785,167.5,-104.913,Volkswagen,5,68017,Golf,3,11495,70.5,2015
NA,Van,Chambersburg,41.3,NA,109.4,185,1,39.9352,263.9,-77.631,Ford,2,6,Transit Cargo,NA,46510,97.4,2019
34.6,Sedan,Stone Mountain,41.8,FALSE,59.7,138,0,33.8253,173.9,-84.1017,Chevrolet,5,29884,Sonic,1,12144,68.3,2018
35.6,SUV / Crossover,Waterloo,41,FALSE,72.6,285,0,42.4586,164.3,-92.3328,Jeep,4,30473,Wrangler,2,32240,73.7,2018
39.7,SUV / Crossover,Phoenix,45.3,FALSE,74.4,355,0,33.6395,224.4,-112.035,Chevrolet,8,52476,Suburban,1,36555,80.5,2017
35.8,SUV / Crossover,Texarkana,40.8,TRUE,65.3,153,0,33.4615,168.4,-94.0431,Buick,5,28572,Encore,1,15500,69.9,2017
38.4,SUV / Crossover,Logansport,41,NA,70.7,310,1,40.7572,204.3,-86.307,Chevrolet,7,4,Traverse,NA,47901,78.6,2020
36,SUV / Crossover,Lima,40.9,FALSE,64.1,150,0,40.75,171.4,-84.1557,Buick,5,11514,Encore GX,1,26888,71.4,2020
33.5,Sedan,Greenville,42.5,FALSE,55.9,272,0,33.0885,182.8,-96.1247,Cadillac,5,12834,ATS,1,26965,71.1,2018
NA,Pickup Truck,Ironwood,41.1,FALSE,80,316,0,46.4632,227.6,-90.1482,Ford,3,59168,F-350 Super Duty,1,29995,104.9,2014
41.5,SUV / Crossover,Natchitoches,43.9,NA,76.6,375,1,31.7279,210,-93.1081,Ford,8,0,Expedition,NA,72220,93.4,2020
40.3,SUV / Crossover,Chattanooga,41.1,TRUE,66.2,180,0,35.0567,182,-85.1887,Jeep,5,33328,Cherokee,1,20891,73.2,2019
38.6,SUV / Crossover,Ellington,40.3,FALSE,70.9,295,0,41.8792,201.2,-72.4642,Dodge,7,25336,Durango,1,33368,85.5,2017
38.2,SUV / Crossover,Dubuque,41.5,FALSE,65.2,181,0,42.5115,176.4,-90.7427,Kia,5,23522,Sportage,1,18000,73,2017
35.7,Sedan,Orlando,42.2,NA,56.5,147,1,28.5529,182.7,-81.4193,Kia,5,320,Forte,NA,17150,70.9,2020
36,Hatchback,Miami,42.3,FALSE,56.5,174,0,25.6204,177.9,-80.3448,Honda,5,9103,Civic Hatchback,1,19988,70.8,2019
35.7,SUV / Crossover,Texarkana,40.8,NA,64.9,138,1,33.4541,167.6,-94.1011,Chevrolet,5,5,Trax,NA,20415,69.9,2020
